id,text,dataset,anger,fear,joy,sadness,disgust,surprise,primary_anger,secondary_anger,primary_disgust,secondary_disgust,primary_fear,secondary_fear,primary_joy,secondary_joy,primary_sadness,secondary_sadness,primary_surprise,secondary_surprise
40994,"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40995,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40996,I'm wearing yellow today to bring a little sunshine to this gloomy day #yourewelcome,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40997,"I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40998,Hoping to hear some serious @DonnieTrumpet tonight,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40999,"We're in contained depression. Only new economic engine is #Sustainability, say Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41000,"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41001,"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41002,@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41003,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41004,Im so unhappy,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41005,@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41006,Are you #serious that #fredsirieix lives in Peckham......South London's own #Love Guru(big up),test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41007,hate to see y'all frown but I'd rather see him smiling 💕✨,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41008,"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41009,@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41010,everything in the dream stayed there,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41011,Candace &amp; her pout are getting right on my tits #GBBO,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41012,California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41013,so probably hunger and depression and dissociating equals a weird time anything else,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41014,@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41015,"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41016,@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41017,Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock  #jam,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41018,Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41019,"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41020,Removal regardless of cost a lamentable answer: ajvKSK,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41021,"God just replaced my sadness with laughter, can't go the whole day sad ...",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41022,Need advice on how to get out of this rut!!!!  #needmotivation,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41023,Need advice on how to get out of this rut!!!! #depressing #needmotivation,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41024,I feel like I am drowning. #depression #anxiety #falure #worthless,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41025,@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41026,Candice's standing pout face aggravates me every week,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41027,I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41028,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41029,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success  #perfection #fortunate #mixed",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41030,Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41031,"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41032,@MessYourself why? Do you have depression?,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41033,@hamzakhawaja99 just die depression.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41034,"@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41035,It hasn't sunk in that I'm meeting the twins,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41036,In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41037,“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41038,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41039,@Mattwinton1 Your foot is frowning.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41040,@marisa_enbot Being with you makes me somewhat gloomy.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41041,Sigh. I got a B- .. #depressing,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41042,"@CNN : It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41043,@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41044,Wrinkles should merely hide where frown have been.  - Mark Twain,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41045,Why can't you just be mine. #forlorn,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41046,"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41047,I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41048,Cops chillin on pine lakes,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41049,F'n morons u23 SMFH can't just be lackadaisical,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41050,"Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41051,@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41052,Go follow 'juspopmolly' on snapchat that hoe sitting on the sink right now @Cocaineandtacos,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41053,The new @chaseandstatus song is mega 💥 reminds me of @SundownUK #blues,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41054,"#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41055,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. 😒,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41056,"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41057,How do you help someone with #depression who doesn't believe they have it and doesn't trust therapists?,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41058,A pretty dejected FanCam on the way. #SCFC #TBPTV,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41059,Ffs clan... seriously never been so disheartened,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41060,Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41061,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41062,Rooney = whipping boy. #mufc #sad,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41063,Rooney = whipping boy. #mufc ,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41064,Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41065,My cell won't hold a charge 😢 #sadness So should I...,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41066,Do you know how much it hurts to see you best friend sad?,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41067,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41068,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. ,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41069,ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41070,The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41071,The @Orioles are in contention and hosting @RedSox nation and Camden is empty ,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41072,"The two Brians, @BlackEyedNBlues &amp; @onthehorn500, also known as the Nigella Lawsons of #blues &amp; #pizza.",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41073,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41074,@loueezecee I don't know how much more of that bloody pout I can take!!,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41075,I hope a goal comes soon on either side. Otherwise there is a serious threat of a dull and frustrating game. #COYS,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41076,"@John_Hanna he has become so dreary, also, yes...",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41077,"Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots 🍂👢☕️💄",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41078,Today you visited me in my dreams and even though you aren't physically gone I still mourn you,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41079,I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41080,@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41081,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41082,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41083,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41084,Who need #beats ? #instrumentals #serious #artists #only 🚨,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41085,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41086,Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41088,@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41089,Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41090,Don't get too close it's dark inside 🌫🌊,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41091,"The bowl on my new food processor broke, @Cuisinart. #sadness.",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41092,Feeling #gloomy,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41093,Today: Kudos to Jaime Garcia on a fine outing.     #encouraging. Last Week: Judo to Jaime Garcia for a dismal outing. #discouraging,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41094,me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41095,"@JBoughton93 he might donate the money but it won't stop shit, pessimist",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41096,@nytimes media celebrated Don King endorsing #Obama in 08 and 12 now criticize him for endorsing #Trump who wants new Civil Rights era- sad,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41097,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41098,@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41099,@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41100,I might even be on the verge of depression.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41101,@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41102,When you lose somebody close to your heart you lose yourself as well 💔 #lost,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41103,When you lose somebody close to your heart you lose yourself as well 💔 ,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41104,@BlackToLive Good - cuz that's what Trump is: a fucken 'N'azi. Don King-u havnt sunk this low since u set up Mike Tyson. 2 pathetic Dons.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41105,@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41106,"But what will complaining, pessimism, regret, and anger get you?",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41107,Been sober for days lmao,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41108,i am le depressed i l hate myself xDDdD #sad #depress #loner #emo,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41109,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41110,"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41111,"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41112,@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41113,whenever I hear concert postponed I think of dismal ticket sales   green day ?,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41114,David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41115,@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41116,"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41117,This has been the most depressing week full of rain ever lol,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41118,"gotta say this n put it out there. whoever u r, u should support other people's decisions n not discourage them...",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41119,@BigBossPeltonen \nLikewise #death #cutting #despair,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41120,My producer is mixing and mastering the songs now for #murky #notebook #mixtape\nThe tape will be out soon for free download 🔥🎶💨💯,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41121,I don't get that my parents literally don't see how unhappy I been lately,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41122,"#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41123,I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41124,I can't pull myself out of depression,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41125,"@andrewmcmeme nah, I asked really insightful teacherly questions so he could write a kickass report of his own. He will, sadly, never know",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41126,sav tells our mom 'I love you' and she responds 'Oh.' #sad,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41127,sav tells our mom 'I love you' and she responds 'Oh.' ,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41128,"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. ― W. Somerset Maughm",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41129,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41130,"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41131,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41132,Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41133,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41134,How a dad would feel knowing his daughter is getting dashed around for whines in the rave😭,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41135,tim burton never fails to depress me,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41136,@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41137,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41138,I'm allowed to sulk,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41139,my bls depress the blake,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41140,"Playing at September 21, 2016 at 09:30PM: Demetria Taylor  #blues",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41141,@faye_catherine happy anger sad melancholy confusion #woodspurge,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41142,FYI y'all can't mourn or celebrate shawty lo cause y'all ain't played his music since 08',test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41143,"@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41144,"@devrajasmine If you change the dark images both look different, but both look like they are in a forest.",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41145,@bldmovs sadly beautiful photo.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41146,ima kitchen sink,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41147,I should have stayed at home.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41148,Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41149,My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41150,Don't get #weary in well doing.\n#Faith #God #prayer,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41151,"We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41152,God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41153,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41154,Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts 🤓🍏,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41155,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad 😂,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41156,"hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41157,@Cassena13 I know if I wasn't an optimist I would despair.,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41158,I came to work for no reason 😩🔫\nI could've stayed in bed,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41159,"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41160,"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41161,So you're unhappy?,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41162,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41163,I want to pour all my tears on someone right now. So tired of this #upset #sad,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41164,I want to pour all my tears on someone right now. So tired of this #upset ,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41165,@OniLink86 @DarekMeridian lmao awe...  #sad,test.gold,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
